Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03,86,19,7.7,41,EA Sports,E
Call of Duty 2,X360,2005,Shooter,Activision,1.82,0.04,0.01,0.16,2.03,89,65,8.1,307,Infinity Ward,T
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23,2.03,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,62,34,8.1,97,ChunSoft,E
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1397,From Software,M
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17,Ubisoft,E10+
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.19,2.02,81,5,6.6,480,EA DICE,M
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.01,92,72,9.1,1130,Intelligent Systems,T
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,182,Black Box,T
Just Dance 2015,Wii,2014,Misc,Ubisoft,0.99,0.85,0,0.17,2.01,,,8.4,5,Ubisoft,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89,43,7.4,1984,BioWare,M
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2,,,,,,
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0,0.29,2,88,67,8.8,545,EA Redwood Shores,M
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.28,0,0.23,2,76,44,7.1,107,Midway,T
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,71,19,5.7,9,Midway Studios - San Diego,E10+
Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,14,8.8,45,Acquire,M
Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,,,,,,
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76,11,7.9,14,Eurocom Entertainment Software,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75,53,7.8,162,h.a.n.d. Inc.,E10+
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.88,0,0.32,1.98,80,46,7.6,82,EA Black Box,T
SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,,,,,,
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,,8.5,33,Argonaut Games,E
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,667,Ghost Games,E10+
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97,56,20,4.1,95,Check Six Games,E
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167,Capcom,M
E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97,,,,,,
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,8.7,34,Clap Hanz,E10+
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.18,0.64,0.9,0.24,1.96,,,,,,
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,,,,,,
Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,,,,,,
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,431,"PLAYGROUND, Playground Games",T
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,Ubisoft Montreal,M
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,59,Vicarious Visions,E
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.95,67,71,5,1407,Capcom,M
Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95,93,58,8.6,118,Rockstar North,AO
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95,,,,,,
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70,Electronic Arts,E
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,41,Aki Corp.,
